,compound,date,negative,neutral,positive,text,user
135,0.0,Sun Jan 07 19:15:07 +0000 2018,0.0,1.0,0.0,"""It doesn't take a genius"" to see President Trump is ""badgering"" the Clinton Foundation investigation, says House I… https://t.co/F9OE3IXOHN",@CNN
136,0.34,Sun Jan 07 19:00:19 +0000 2018,0.0,0.844,0.156,New Homeland Security Secretary Kirstjen Nielsen secretary faces her first immigration litmus test… https://t.co/4IIbzqGJLr,@CNN
137,-0.7845,Sun Jan 07 18:45:14 +0000 2018,0.497,0.503,0.0,Saudi Arabia arrests 11 princes protesting cuts to perks https://t.co/i1txXespuD https://t.co/Jjb7O0O5qM,@CNN
138,0.0,Sun Jan 07 18:30:21 +0000 2018,0.0,1.0,0.0,Here's a look at the week in politics https://t.co/2IBAcXbiud https://t.co/i1JPHnAXLU,@CNN
139,0.0,Sun Jan 07 18:15:07 +0000 2018,0.0,1.0,0.0,"This ministry has the ""intractable"" task of reuniting North and South Korea https://t.co/aE2YJdwCkt https://t.co/LnDFXx2FCa",@CNN
140,-0.0772,Sun Jan 07 18:00:14 +0000 2018,0.126,0.874,0.0,US adds platform for stealth jets to Pacific https://t.co/zzJdaXDY3F https://t.co/q9CBqsReTY,@CNN
141,-0.3612,Sun Jan 07 18:00:03 +0000 2018,0.122,0.878,0.0,Former White House chief strategist Steve Bannon says he regrets not responding sooner to comments attributed to hi… https://t.co/XbfGSjwv7I,@CNN
142,-0.1027,Sun Jan 07 17:45:15 +0000 2018,0.076,0.924,0.0,What you need to know about hackers who might try to exploit Spectre and Meltdown bugs https://t.co/mrnKPG2Oaz https://t.co/SMQkrNHn2h,@CNN
143,-0.7096,Sun Jan 07 17:30:06 +0000 2018,0.349,0.651,0.0,"Actor Jerry Van Dyke, brother of Dick, dies at age 86 https://t.co/E0FabaOazB https://t.co/xbrFGdWlQd",@CNN
144,0.2263,Sun Jan 07 17:15:02 +0000 2018,0.0,0.894,0.106,The new tax law is expected to spark a $450 billion buyout bonanza for Wall Street https://t.co/jIgosqHNQF https://t.co/tTyCFgxQea,@CNN
145,0.0,Sun Jan 07 17:00:13 +0000 2018,0.0,1.0,0.0,"Sydney, Australia, swelters with near-record high temperature https://t.co/bbP4JamsYN https://t.co/U5cAGGTFmt",@CNN
146,0.2023,Sun Jan 07 16:51:20 +0000 2018,0.106,0.752,0.142,"""There's only one viewer you care about,"" CNN's Jake Tapper tells Trump aide Stephen Miller during fiery interview… https://t.co/QiQFwegF5P",@CNN
147,0.0,Sun Jan 07 16:30:17 +0000 2018,0.0,1.0,0.0,"Attorney General Jeff Sessions' marijuana move will backfire, writes Michael Chernis for @CNNOpinion… https://t.co/6ZDLmjl4nD",@CNN
148,0.4767,Sun Jan 07 16:15:07 +0000 2018,0.0,0.687,0.313,Comedian Stephen Colbert extends Trump satire into animated realm https://t.co/KJ7lMFWJZ3 https://t.co/1kOegGN4hF,@CNN
149,-0.7269,Sun Jan 07 16:00:13 +0000 2018,0.379,0.621,0.0,"""Fire and Fury"" publisher is rushing to print more books https://t.co/ePWQLwTdBH https://t.co/28sqcnsyzJ",@CNN
150,0.0,Sun Jan 07 15:45:16 +0000 2018,0.0,1.0,0.0,Soccer player Philippe Coutinho to have $481 million buyout clause after the Brazilian joins Barcelona from Liverpo… https://t.co/kTh28xJO6J,@CNN
151,-0.34,Sun Jan 07 15:32:36 +0000 2018,0.124,0.876,0.0,"During a fiery interview with CNN's Jake Tapper​, White House senior policy adviser Stephen Miller called former Wh… https://t.co/7yPKNksLFW",@CNN
152,0.4932,Sun Jan 07 15:15:06 +0000 2018,0.0,0.803,0.197,"East Coast brrraces for more chill, but warmer weather on the way https://t.co/WG5psteEgB https://t.co/NBB4qW3E6W",@CNN
153,0.0,Sun Jan 07 15:01:23 +0000 2018,0.0,1.0,0.0,".@VanJones68 on #CNNSOTU: ""The people who are actually in charge of the nuclear arsenal have to be evaluated, but t… https://t.co/8Dhz6mzTKu",@CNN
154,0.0,Sun Jan 07 15:00:22 +0000 2018,0.0,1.0,0.0,"Delta Air Lines flew its last Boeing 747 to an aircraft boneyard in Arizona this week, ending operations for 747s b… https://t.co/RcKxWOpop6",@CNN
155,-0.7579,Sun Jan 07 14:53:06 +0000 2018,0.255,0.745,0.0,"Former George W. Bush strategist Mark McKinnon on the Trump White House response to ""Fire and Fury:"" ""The worst thi… https://t.co/3fi52Vzsn4",@CNN
156,-0.34,Sun Jan 07 14:47:32 +0000 2018,0.103,0.897,0.0,"Former Obama senior adviser David Axelrod on the Trump White House response to ""Fire and Fury:"" ""I think this has b… https://t.co/FmwiOhipoZ",@CNN
157,0.5267,Sun Jan 07 14:41:33 +0000 2018,0.0,0.833,0.167,"Rep. Adam Schiff says he believes the Justice Department is investigating the Clinton Foundation at the ""badgering""… https://t.co/CPklqqzjuU",@CNN
158,0.5267,Sun Jan 07 14:30:23 +0000 2018,0.079,0.714,0.207,"JetBlue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut -- all 21,… https://t.co/HsRkbKETUm",@CNN
159,0.4019,Sun Jan 07 14:28:16 +0000 2018,0.0,0.881,0.119,"Rep. Adam Schiff: ""I don't think there's anyone in Congress, frankly, of either party who does not concur at least… https://t.co/UjkT26p6Qu",@CNN
160,0.0,Sun Jan 07 14:20:58 +0000 2018,0.0,1.0,0.0,"""His role has been greatly exaggerated,"" White House senior policy adviser Stephen Miller says of Steve Bannon, who… https://t.co/FHIcH9FWXT",@CNN
161,0.6369,Sun Jan 07 14:09:24 +0000 2018,0.0,0.826,0.174,"Trump Senior Policy Adviser Stephen Miller on Wolff book: ""The book is best understood as a work of very poorly wri… https://t.co/3DQ7Q4bd05",@CNN
162,0.0,Sun Jan 07 14:00:39 +0000 2018,0.0,1.0,0.0,The future of how the internet is regulated could be decided by a showdown between states and the federal governmen… https://t.co/9MkuWmgFbf,@CNN
163,-0.7783,Sun Jan 07 13:30:08 +0000 2018,0.312,0.688,0.0,Book fury hits Trump where it hurts most -- his image | Analysis by Stephen Collinson https://t.co/tV7i8rZG55 https://t.co/WdoeFpsgLn,@CNN
164,0.4588,Sun Jan 07 13:00:24 +0000 2018,0.0,0.857,0.143,The US Centers for Disease Control and Prevention wants to gently prepare people for (an unlikely) nuclear war… https://t.co/d03HUeItZm,@CNN
165,0.0,Sun Jan 07 12:30:18 +0000 2018,0.0,1.0,0.0,What the heck does Steve Bannon do now? | Analysis by @CillizzaCNN https://t.co/XiGp4FeDeJ https://t.co/S3i68TemYr,@CNN
166,0.0,Sun Jan 07 12:00:21 +0000 2018,0.0,1.0,0.0,China's Tiangong-1 space lab is expected to crash-land on Earth by the end of March https://t.co/WmdxVqY7GD https://t.co/3wWGzkxhMV,@CNN
167,-0.2023,Sun Jan 07 11:41:32 +0000 2018,0.142,0.748,0.11,Eight people died and 84 were rescued after a boat believed to be carrying migrants headed to Europe sank off Libya… https://t.co/rKnyMdDu0l,@CNN
168,0.0,Sun Jan 07 11:30:17 +0000 2018,0.0,1.0,0.0,A record-breaking 22 women are now serving in the US Senate https://t.co/DqxD9wHnC8 https://t.co/Fx3Tpjr7pB,@CNN
169,-0.6859,Sun Jan 07 11:00:55 +0000 2018,0.22,0.78,0.0,"""Donald Trump is a very dangerous man. He does not belong in the presidency. ... I'm not going to support any membe… https://t.co/5tj9hniUZV",@CNN
170,-0.296,Sun Jan 07 10:57:15 +0000 2018,0.168,0.709,0.123,"At least 17 civilians in the Syrian enclave of Eastern Ghouta have been killed in airstrikes, a rescue group and wa… https://t.co/Ts2uX1Ulke",@CNN
171,0.0,Sun Jan 07 10:30:20 +0000 2018,0.0,1.0,0.0,"2017 was a defining year for American women. From the Women’s March on Washington to the #MeToo moment, a movement… https://t.co/FDJqQSctjW",@CNN
172,-0.6124,Sun Jan 07 10:00:27 +0000 2018,0.312,0.688,0.0,Iceland just made it illegal to pay women less than men https://t.co/SqOvwg7gWj https://t.co/BI1a4rcRcT,@CNN
173,0.0,Sun Jan 07 09:30:25 +0000 2018,0.0,1.0,0.0,A database is preserving Africa's archaeological wonders using 3D technology https://t.co/WXAv12tI89,@CNN
174,-0.296,Sun Jan 07 09:00:05 +0000 2018,0.104,0.896,0.0,More White House officials were involved in an effort to pressure Attorney General Jeff Sessions to not recuse hims… https://t.co/g0kQWqrKVX,@CNN
175,0.5267,Sun Jan 07 08:30:16 +0000 2018,0.082,0.703,0.215,"JetBlue says it's handing out $21 million worth of bonuses to employees because of the corporate tax cut — all 21,0… https://t.co/rEYjzmCCI7",@CNN
176,0.3612,Sun Jan 07 08:00:22 +0000 2018,0.0,0.839,0.161,Here's what bedtime looks like in for children in households around the world https://t.co/xorYkq5AQH,@CNN
177,-0.3182,Sun Jan 07 07:30:17 +0000 2018,0.108,0.892,0.0,Pope Francis is having cards printed and distributed showing a 1945 photo of victims of the nuclear bombing of Naga… https://t.co/kt2KZCRBrt,@CNN
178,-0.296,Sun Jan 07 07:08:38 +0000 2018,0.104,0.896,0.0,"Thirty-two people are missing after an oil tanker and freight ship collided off the east coast of China, according… https://t.co/I6PcqpADQU",@CNN
179,0.0772,Sun Jan 07 07:00:29 +0000 2018,0.0,0.902,0.098,Want to be gym trendy in 2018? Do HIIT https://t.co/na2ZWV3eoN (via @CNNHealth) https://t.co/9x4NVlkQry,@CNN
180,0.0,Sun Jan 07 06:30:03 +0000 2018,0.0,1.0,0.0,America could become oil king of the world in 2018 https://t.co/j8VCtFEs3Q https://t.co/UtogYwS57G,@CNN
181,0.5267,Sun Jan 07 06:29:56 +0000 2018,0.0,0.805,0.195,A winning ticket for the $559 million Powerball jackpot was sold in New Hampshire. https://t.co/f2dsvnG8Fk https://t.co/yJaBQqGv4y,@CNN
182,0.3597,Sun Jan 07 06:00:16 +0000 2018,0.0,0.849,0.151,"President Trump's ""very stable genius"" tweet shows he isn't https://t.co/ZnZTQUa9pY | Analysis by Chris Cillizza https://t.co/qWljVGt8As",@CNN
183,-0.4927,Sun Jan 07 05:30:48 +0000 2018,0.144,0.856,0.0,"President Trump says countries that are ""very harsh"" on drugs have ""much less difficulty,"" adding, “I think we’re g… https://t.co/ZPHc5YoeUW",@CNN
184,0.4215,Sun Jan 07 05:00:20 +0000 2018,0.0,0.859,0.141,"A group of more than 1,000 women in entertainment, including Reese Witherspoon, Shonda Rhimes and Meryl Streep, hav… https://t.co/HP7XjfiEqi",@CNN
185,0.0,Sun Jan 07 04:32:43 +0000 2018,0.0,1.0,0.0,"It takes 300 people, 12,000 parts and a year to make a single Steinway &amp; Sons piano. Here’s how the pianos are made… https://t.co/F9wPh0n4wl",@CNN
186,0.4404,Sun Jan 07 04:00:19 +0000 2018,0.0,0.805,0.195,President Trump is expected to attend the college football national championship https://t.co/FcbSkjDIPR https://t.co/d9X99hW2IB,@CNN
187,0.5256,Sun Jan 07 03:31:09 +0000 2018,0.0,0.841,0.159,Ripple's recent price spike has made it the second most valuable cryptocurrency after bitcoin. Here's how it works… https://t.co/iap2wkrr8d,@CNN
188,-0.7269,Sun Jan 07 03:00:21 +0000 2018,0.289,0.711,0.0,"Democratic mega-donor and billionaire environmentalist Tom Steyer has purchased a copy of ""Fire and Fury"" for every… https://t.co/WuZurYb7fs",@CNN
189,0.3612,Sun Jan 07 02:32:08 +0000 2018,0.0,0.762,0.238,This is what subzero temperature looks like https://t.co/BT8H3eMVq8 https://t.co/F0Mm0KY4DN,@CNN
190,-0.8481,Sun Jan 07 02:00:23 +0000 2018,0.351,0.649,0.0,"Former White House chief strategist Steve Bannon was going to attack ""Fire and Fury"" author Michael Wolff over quot… https://t.co/6CfJROgVYy",@CNN
191,0.0,Sun Jan 07 01:30:20 +0000 2018,0.0,1.0,0.0,Taco Bell is planning to roll out $1 nacho fries — with a side of cheese sauce https://t.co/0aketnp0VB https://t.co/7xfnNYoyL2,@CNN
192,-0.34,Sun Jan 07 01:01:10 +0000 2018,0.118,0.882,0.0,Part of the Nashville skyline disappears as the former Centennial Tower and LifeWay building falls in a scheduled i… https://t.co/DgOnxzSkZw,@CNN
193,0.0,Sun Jan 07 00:31:05 +0000 2018,0.0,1.0,0.0,This is why we just can't quit Hillary Clinton https://t.co/NZ0o4xutSR (via @CNNOpinion) https://t.co/UrI8LlNCNS,@CNN
194,-0.296,Sun Jan 07 00:00:12 +0000 2018,0.104,0.896,0.0,More White House officials were involved in an effort to pressure Attorney General Jeff Sessions to not recuse hims… https://t.co/MtxjFAQ0Ae,@CNN
195,0.4215,Sat Jan 06 23:30:25 +0000 2018,0.0,0.811,0.189,"Eating fish improves kids' IQ scores and sleep, a new study says https://t.co/8iB0etPZON https://t.co/nBUp2rXM6K",@CNN
196,-0.5574,Sat Jan 06 23:00:06 +0000 2018,0.153,0.847,0.0,Ex-astronaut John Young has died at age 87. He walked on the moon and commanded the first space shuttle flight.… https://t.co/OYAKxSLNnx,@CNN
197,0.3612,Sat Jan 06 22:45:04 +0000 2018,0.101,0.71,0.189,Should Democrats shake President Trump's hand and make this deal? https://t.co/O7Gv0CGthy (via @CNNOpinion) https://t.co/QtUP7mHJZ2,@CNN
198,-0.2263,Sat Jan 06 22:30:15 +0000 2018,0.128,0.872,0.0,Judge allows lawsuit against CBS by brother of JonBenét Ramsey to proceed https://t.co/5WW0Y8iYYC https://t.co/bzlx9IbKhd,@CNN
199,0.0,Sat Jan 06 22:17:22 +0000 2018,0.0,1.0,0.0,Former Republican congressman Ron Paul blasts Attorney General Jeff Sessions' decision to rescind the Obama-era pol… https://t.co/sQeKBD9sS3,@CNN
200,0.2732,Sun Jan 07 23:21:31 +0000 2018,0.0,0.89,0.11,".@ArthelNeville: ""Is the AG trying to appease @POTUS?""

@Jamie_Weinstein: ""I think the attorney general has been em… https://t.co/BdYEOOa62R",@FOXNEWS
201,-0.8957,Sun Jan 07 23:16:00 +0000 2018,0.495,0.505,0.0,NJ man arrested 92 times gets decades in prison for killing son's mom https://t.co/S2UxsC3Nk6,@FOXNEWS
202,0.0258,Sun Jan 07 23:11:00 +0000 2018,0.088,0.818,0.094,Antifa member ordered to pay legal fees of Berkeley conservative over attempted restraining order https://t.co/2boASDxYcv,@FOXNEWS
203,-0.6711,Sun Jan 07 23:10:00 +0000 2018,0.355,0.645,0.0,"OPINION: Pot is dangerous, not funny -- a doctor tells us why https://t.co/AD8qDFTpzW",@FOXNEWS
204,0.0,Sun Jan 07 23:03:00 +0000 2018,0.0,1.0,0.0,#GameofThrones actor Kit Harington kicked out of NYC bar https://t.co/NLxWKkgg2k,@FOXNEWS
205,-0.088,Sun Jan 07 23:00:01 +0000 2018,0.266,0.484,0.249,.@HeyTammyBruce: 'Fake but important' Trump book proves liberals don't care about the truth         https://t.co/P3nDYCY7L2,@FOXNEWS
206,0.0516,Sun Jan 07 22:55:06 +0000 2018,0.066,0.859,0.076,".@TomFitton: ""If it's a serious investigation, Mrs. Clinton needs to take some legal counsel and take this more ser… https://t.co/K4LZqQupgT",@FOXNEWS
207,0.765,Sun Jan 07 22:54:04 +0000 2018,0.0,0.72,0.28,".@PMorici1: ""The bottom line here is American companies are doing better since Mr. Trump won the election. They're… https://t.co/aiKKAuJ4up",@FOXNEWS
208,0.0,Sun Jan 07 22:51:01 +0000 2018,0.0,1.0,0.0,".@POTUS, yesterday, on Michael Wolff: ""I never interviewed with him in the @WhiteHouse at all. He was never in the… https://t.co/HZA6ece644",@FOXNEWS
209,-0.4404,Sun Jan 07 22:48:04 +0000 2018,0.266,0.734,0.0,"Trump Book Author Recalls WH Visits, Rebuffs Criticism       https://t.co/jrokFD3Wpp",@FOXNEWS
210,-0.4588,Sun Jan 07 22:46:21 +0000 2018,0.231,0.769,0.0,Volunteer attacked with machete while delivering meals to the homeless https://t.co/cqVRT725JZ,@FOXNEWS
211,0.0,Sun Jan 07 22:46:06 +0000 2018,0.0,1.0,0.0,RT @foxnewspolitics: Trump slams 'flunky' CNN star Jake Tapper after Stephen Miller grilling flies off the rails    https://t.co/nwHmPxLnrj,@FOXNEWS
212,0.4404,Sun Jan 07 22:45:07 +0000 2018,0.0,0.884,0.116,".@POTUS: ""We also obviously went into budgets, and we went into DACA... and we hope that we're going to work out an… https://t.co/Sg90O6ZkOy",@FOXNEWS
213,0.2235,Sun Jan 07 22:41:57 +0000 2018,0.0,0.873,0.127,"NFL’s Roger Goodell not worried about TV ratings despite backlash over kneeling, concussions
   https://t.co/KGMbpXQI2m",@FOXNEWS
214,0.0258,Sun Jan 07 22:41:53 +0000 2018,0.0,0.891,0.109,Mysterious x-ray emission may reveal nature of dark matter https://t.co/LxPOzaFZdM,@FOXNEWS
215,0.4939,Sun Jan 07 22:35:21 +0000 2018,0.0,0.856,0.144,"RT @EricShawnTV: I anchor at 6 pm ET @FoxNews: The #WhiteHouse: @POTUS @realDonaldTrump and Macron say #Tehran uses #Iran's ""wealth to fund…",@FOXNEWS
216,-0.5859,Sun Jan 07 22:30:18 +0000 2018,0.291,0.64,0.07,"Boston firefighters battle fire, ice during blaze as deep freeze set to end https://t.co/b2rD9DqKrb",@FOXNEWS
217,0.0,Sun Jan 07 22:22:20 +0000 2018,0.0,1.0,0.0,"On ""Sunday Morning Futures with @MariaBartiromo,"" Sen. @ThomTillis slammed Democrats who have changed their tune ra… https://t.co/lTzWMDHJdR",@FOXNEWS
218,-0.6486,Sun Jan 07 22:21:53 +0000 2018,0.325,0.675,0.0,"'Jumanji,' shockingly topples 'Star Wars: The Last Jedi' at the box office https://t.co/uBc8oYLqkW",@FOXNEWS
219,-0.1027,Sun Jan 07 22:16:55 +0000 2018,0.218,0.585,0.197,Christians in Egypt celebrate Christmas after year marred by violence - via @christocarbone    https://t.co/ZGewkfCTgn,@FOXNEWS
220,0.2732,Sun Jan 07 23:21:31 +0000 2018,0.0,0.89,0.11,".@ArthelNeville: ""Is the AG trying to appease @POTUS?""

@Jamie_Weinstein: ""I think the attorney general has been em… https://t.co/BdYEOOa62R",@FOXNEWS
221,-0.8957,Sun Jan 07 23:16:00 +0000 2018,0.495,0.505,0.0,NJ man arrested 92 times gets decades in prison for killing son's mom https://t.co/S2UxsC3Nk6,@FOXNEWS
222,0.0258,Sun Jan 07 23:11:00 +0000 2018,0.088,0.818,0.094,Antifa member ordered to pay legal fees of Berkeley conservative over attempted restraining order https://t.co/2boASDxYcv,@FOXNEWS
223,-0.6711,Sun Jan 07 23:10:00 +0000 2018,0.355,0.645,0.0,"OPINION: Pot is dangerous, not funny -- a doctor tells us why https://t.co/AD8qDFTpzW",@FOXNEWS
224,0.0,Sun Jan 07 23:03:00 +0000 2018,0.0,1.0,0.0,#GameofThrones actor Kit Harington kicked out of NYC bar https://t.co/NLxWKkgg2k,@FOXNEWS
225,-0.088,Sun Jan 07 23:00:01 +0000 2018,0.266,0.484,0.249,.@HeyTammyBruce: 'Fake but important' Trump book proves liberals don't care about the truth         https://t.co/P3nDYCY7L2,@FOXNEWS
226,0.0516,Sun Jan 07 22:55:06 +0000 2018,0.066,0.859,0.076,".@TomFitton: ""If it's a serious investigation, Mrs. Clinton needs to take some legal counsel and take this more ser… https://t.co/K4LZqQupgT",@FOXNEWS
227,0.765,Sun Jan 07 22:54:04 +0000 2018,0.0,0.72,0.28,".@PMorici1: ""The bottom line here is American companies are doing better since Mr. Trump won the election. They're… https://t.co/aiKKAuJ4up",@FOXNEWS
228,0.0,Sun Jan 07 22:51:01 +0000 2018,0.0,1.0,0.0,".@POTUS, yesterday, on Michael Wolff: ""I never interviewed with him in the @WhiteHouse at all. He was never in the… https://t.co/HZA6ece644",@FOXNEWS
229,-0.4404,Sun Jan 07 22:48:04 +0000 2018,0.266,0.734,0.0,"Trump Book Author Recalls WH Visits, Rebuffs Criticism       https://t.co/jrokFD3Wpp",@FOXNEWS
230,-0.4588,Sun Jan 07 22:46:21 +0000 2018,0.231,0.769,0.0,Volunteer attacked with machete while delivering meals to the homeless https://t.co/cqVRT725JZ,@FOXNEWS
231,0.0,Sun Jan 07 22:46:06 +0000 2018,0.0,1.0,0.0,RT @foxnewspolitics: Trump slams 'flunky' CNN star Jake Tapper after Stephen Miller grilling flies off the rails    https://t.co/nwHmPxLnrj,@FOXNEWS
232,0.4404,Sun Jan 07 22:45:07 +0000 2018,0.0,0.884,0.116,".@POTUS: ""We also obviously went into budgets, and we went into DACA... and we hope that we're going to work out an… https://t.co/Sg90O6ZkOy",@FOXNEWS
233,0.2235,Sun Jan 07 22:41:57 +0000 2018,0.0,0.873,0.127,"NFL’s Roger Goodell not worried about TV ratings despite backlash over kneeling, concussions
   https://t.co/KGMbpXQI2m",@FOXNEWS
234,0.0258,Sun Jan 07 22:41:53 +0000 2018,0.0,0.891,0.109,Mysterious x-ray emission may reveal nature of dark matter https://t.co/LxPOzaFZdM,@FOXNEWS
235,0.4939,Sun Jan 07 22:35:21 +0000 2018,0.0,0.856,0.144,"RT @EricShawnTV: I anchor at 6 pm ET @FoxNews: The #WhiteHouse: @POTUS @realDonaldTrump and Macron say #Tehran uses #Iran's ""wealth to fund…",@FOXNEWS
236,-0.5859,Sun Jan 07 22:30:18 +0000 2018,0.291,0.64,0.07,"Boston firefighters battle fire, ice during blaze as deep freeze set to end https://t.co/b2rD9DqKrb",@FOXNEWS
237,0.0,Sun Jan 07 22:22:20 +0000 2018,0.0,1.0,0.0,"On ""Sunday Morning Futures with @MariaBartiromo,"" Sen. @ThomTillis slammed Democrats who have changed their tune ra… https://t.co/lTzWMDHJdR",@FOXNEWS
238,-0.6486,Sun Jan 07 22:21:53 +0000 2018,0.325,0.675,0.0,"'Jumanji,' shockingly topples 'Star Wars: The Last Jedi' at the box office https://t.co/uBc8oYLqkW",@FOXNEWS
239,-0.1027,Sun Jan 07 22:16:55 +0000 2018,0.218,0.585,0.197,Christians in Egypt celebrate Christmas after year marred by violence - via @christocarbone    https://t.co/ZGewkfCTgn,@FOXNEWS
240,-0.6908,Sun Jan 07 22:11:07 +0000 2018,0.363,0.637,0.0,"'Mad Pooper' copycat makes 'vile' mess in driveway, Arkansas woman says https://t.co/MKBlcg4NIb",@FOXNEWS
241,0.7096,Sun Jan 07 22:07:06 +0000 2018,0.0,0.742,0.258,"TONIGHT: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/VoHxXFWJbO",@FOXNEWS
242,-0.1779,Sun Jan 07 22:05:03 +0000 2018,0.086,0.914,0.0,".@AlanDersh: ""How dare liberals - people on the left - try to undo democracy by accusing a president of being menta… https://t.co/gH1oC8mjtQ",@FOXNEWS
243,0.0,Sun Jan 07 22:04:54 +0000 2018,0.0,1.0,0.0,"Betty White, 95, speaks about longevity, vodka and hot dogs https://t.co/gwpVS4FrTD",@FOXNEWS
244,-0.5574,Sun Jan 07 22:01:27 +0000 2018,0.194,0.806,0.0,"This morning on @foxandfriends, @LisaMarieBoothe discussed @TheDemocrats' recent approach to the issue of illegal i… https://t.co/40pCgCDbp7",@FOXNEWS
245,-0.8481,Sun Jan 07 21:57:01 +0000 2018,0.505,0.495,0.0,"Trump: 'Fire and Fury' is 'fake book,' Camp David meeting 'great' https://t.co/xUynU7KjPq",@FOXNEWS
246,0.25,Sun Jan 07 21:54:42 +0000 2018,0.0,0.895,0.105,"Capt. Bob Wells on Olympic discussions between NoKo, SoKo: ""Anything that begins a process to essentially address n… https://t.co/wJYM3u9LES",@FOXNEWS
247,0.4404,Sun Jan 07 21:53:01 +0000 2018,0.0,0.775,0.225,".@VP: ""Rebuilding our military. Supporting law enforcement. Historic regulatory reform."" https://t.co/0AqYKEDrqP",@FOXNEWS
248,-0.3182,Sun Jan 07 21:52:36 +0000 2018,0.126,0.874,0.0,".@KevinJacksonTBS: ""[Barack Obama] lost 17,000 manufacturing jobs in the last year of his presidency, and President… https://t.co/2u89FuD9JI",@FOXNEWS
249,-0.296,Sun Jan 07 21:51:02 +0000 2018,0.115,0.885,0.0,".@POTUS, yesterday: ""There's been no collusion between us and the Russians. Now there has been collusion between… https://t.co/5G5UH1NnOH",@FOXNEWS
250,-0.296,Sun Jan 07 21:49:25 +0000 2018,0.087,0.913,0.0,"RT @FoxBusiness: .@mattgaetz on if DOJ and FBI refuse to comply with a subpoena issued by Congress to turn over documents: ""People at the h…",@FOXNEWS
251,-0.5106,Sun Jan 07 21:42:03 +0000 2018,0.323,0.677,0.0,"UNICEF using biased information to blacklist Israel military, critics say https://t.co/ASIbxG4yim",@FOXNEWS
252,0.0,Sun Jan 07 21:40:58 +0000 2018,0.0,1.0,0.0,Office of @PressSec: Readout of @POTUS’s Call with President @EmmanuelMacron of France. https://t.co/s6jQNNWufO,@FOXNEWS
253,0.0,Sun Jan 07 21:36:43 +0000 2018,0.0,1.0,0.0,"Chris Christie thinks he'd be president if Trump hadn't run, report says https://t.co/zxfuBTV4YW",@FOXNEWS
254,0.0,Sun Jan 07 21:33:03 +0000 2018,0.0,1.0,0.0,".@SenateMajLdr: ""From a right-of-center point of view, 2017 was the most consequential year in the many years that… https://t.co/UEvnPqRMW4",@FOXNEWS
255,0.4173,Sun Jan 07 21:28:03 +0000 2018,0.0,0.878,0.122,".@eScarry on #Trump border plan: ""Democrats are banking on the idea that they don't have very much incentive to be… https://t.co/2Nse2DfVok",@FOXNEWS
256,0.0,Sun Jan 07 21:21:30 +0000 2018,0.0,1.0,0.0,"In an interview with @njdotcom, @ChrisChristie said that had @realDonaldTrump not run in the 2016 GOP presidential… https://t.co/3TJmcWEnjb",@FOXNEWS
257,0.0,Sun Jan 07 21:13:04 +0000 2018,0.0,1.0,0.0,Mississippi woman bags deer ahead of her 100th birthday https://t.co/YbPZGpZheh,@FOXNEWS
258,0.0,Sun Jan 07 21:09:19 +0000 2018,0.0,1.0,0.0,"On @foxandfriends​, @LawrenceBJones3 slammed Democrats and liberal politicians who he says aren't putting Americans… https://t.co/EwKWxn9Wkk",@FOXNEWS
259,0.0,Sun Jan 07 20:57:59 +0000 2018,0.0,1.0,0.0,JFK Airport water main break forces terminal evacuation amid massive delays https://t.co/AONLLQl98D,@FOXNEWS
260,0.0,Sun Jan 07 20:55:27 +0000 2018,0.0,1.0,0.0,Trump slams 'flunky' CNN star Jake Tapper after Stephen Miller grilling goes off the rails https://t.co/b9Qzbk5Hhj,@FOXNEWS
261,0.0,Sun Jan 07 20:51:05 +0000 2018,0.0,1.0,0.0,".@POTUS, yesterday: ""The wall's going to happen or we're not going to have DACA."" https://t.co/XHSX0qTMf7 https://t.co/BxlY8eeIBa",@FOXNEWS
262,0.0,Sun Jan 07 20:48:01 +0000 2018,0.0,1.0,0.0,".@Jim_Jordan on Clinton probe: ""Until this week, we hadn't seen much difference between this attorney general and t… https://t.co/LPX8BIgXzA",@FOXNEWS
263,0.0,Sun Jan 07 20:47:34 +0000 2018,0.0,1.0,0.0,"On ""Sunday Morning Futures with @MariaBartiromo,"" Sen. @ThomTillis slammed Democrats who have changed their tune ra… https://t.co/gGRsYl49HO",@FOXNEWS
264,0.0,Sun Jan 07 20:38:53 +0000 2018,0.0,1.0,0.0,".@cvpayne: ""The [unemployment] numbers have come down for all racial demographics, but they've come down sharper...… https://t.co/ZjFgnziCGB",@FOXNEWS
265,0.6369,Sun Jan 07 20:36:25 +0000 2018,0.0,0.84,0.16,RT @EricShawnTV: I anchor @FoxNews at 4pm ET: More calls for #Iran freedom with #Iranprotests. The defiance was heard in front of the #Whit…,@FOXNEWS
266,-0.8625,Sun Jan 07 20:34:05 +0000 2018,0.364,0.636,0.0,".@RCamposDuffy: ""@BarackObama would've killed for these numbers. He presided over one of the worst recoveries since… https://t.co/Cx0y3VuIvh",@FOXNEWS
267,0.4391,Sun Jan 07 20:32:05 +0000 2018,0.0,0.734,0.266,".@SpeakerRyan: ""We have a very bold agenda for 2018."" https://t.co/LZLXqCo0W6",@FOXNEWS
